sample	target	n_cluster	task_index
barcode71	lpa5104	1736	215
barcode72	lpa5104	2561	216
barcode70	lpa5104	2317	217
barcode65	lpa5104	2574	218
barcode68	lpa5104	2361	219
barcode67	lpa5104	1840	220
barcode69	lpa5104	2309	221
barcode66	lpa5104	1933	222
